"id";"period";"subject";"municipality";"settlement";"oktmo";"water_body";"indicator";"hazard_class";"cnt_cases";"value_min";"value_max";"unit"
6934;2020-08-31;Нижегородская область;Лысковский район;г. Лысково;"22640101001";р. Валава;Нефть и нефтепродукты;"3";1;80;80;ПДК
6935;2020-08-31;Нижегородская область;Лысковский район;г. Лысково;"22640101001";р. Валава;Растворенный кислород;"";1;0.60;0.60;мг/л
6936;2020-08-31;Нижегородская область;Нижний Новгород;г. Нижний Новгород;"22701000001";р. Ока;Взвешенные вещества;"";1;72;72;ПДК
6937;2020-08-31;Нижегородская область;Богородский район;г. Богородск;"22507000001";р. Рязанка;Растворенный кислород;"";1;0.10;0.10;мг/л
6938;2020-08-31;Нижегородская область;Богородский район;г. Богородск;"22507000001";р. Рязанка;Фенол;"3";1;57;57;ПДК
6939;2020-08-31;Нижегородская область;Богородский район;г. Богородск;"22507000001";р. Рязанка;Аммоний-ион;"4";1;188;188;ПДК
6940;2020-08-31;Новосибирская область;Здвинский район;с. Здвинск;"50613407101";р. Каргат;Марганец;"4";1;56;56;ПДК
6941;2020-08-31;Оренбургская область;Медногорск;г. Медногорск;"53715000001";р. Блява;Медь;"3";1;62;62;ПДК
6942;2020-08-31;Оренбургская область;Медногорск;г. Медногорск;"53715000001";р. Блява;Цинк;"3";1;129;129;ПДК
6943;2020-08-31;Приморский край;Арсеньевский;г. Арсеньев;"05703000001";р. Дачная;БПК5;"";1;45;45;ПДК
6944;2020-08-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Железо общее;"4";1;68;68;ПДК
6945;2020-08-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Медь;"3";1;114;114;ПДК
6946;2020-08-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Исеть;Взвешенные вещества;"";1;165;165;ПДК
6947;2020-08-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Исеть;Взвешенные вещества;"";1;55;55;ПДК
6948;2020-08-31;Свердловская область;город Каменск-Уральский;г. Каменск-Уральский;"65740000001";р. Исеть;Взвешенные вещества;"";1;53;53;ПДК
6949;2020-08-31;Свердловская область;город Каменск-Уральский;г. Каменск-Уральский;"65740000001";р. Исеть;Взвешенные вещества;"";1;72;72;ПДК
6950;2020-08-31;Свердловская область;Сысертский городской округ;п. Двуреченск;"65722000181";р. Исеть;Взвешенные вещества;"";1;73;73;ПДК
6951;2020-08-31;Свердловская область;Сысертский городской округ;п. Двуреченск;"65722000181";р. Исеть;Взвешенные вещества;"";1;69;69;ПДК
6952;2020-08-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Патрушиха;Взвешенные вещества;"";1;88;88;ПДК
6953;2020-08-31;Свердловская область;Берёзовский городской округ;г. Березовский;"65731000001";р. Пышма;Марганец;"4";1;244;244;ПДК
6954;2020-08-31;Свердловская область;Талицкий городской округ;г. Талица;"65724000001";р. Пышма;Взвешенные вещества;"";1;127;127;ПДК
6955;2020-08-31;Свердловская область;Талицкий городской округ;г. Талица;"65724000001";р. Пышма;Взвешенные вещества;"";1;53;53;ПДК
6956;2020-08-31;Свердловская область;Талицкий городской округ;г. Талица;"65724000001";р. Пышма;Взвешенные вещества;"";1;113;113;ПДК
6957;2020-08-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Салда;Медь;"3";1;85;85;ПДК
6958;2020-08-31;Свердловская область;городской округ Верхотурский;с. Прокопьевская Салда;"65709000346";р. Салда;Марганец;"4";1;113;113;ПДК
